0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
9356,9357,8769,11191,8508,13097,6946,11196,8771,7893,6353,8218,13684,11640,16071,3900,15622,8511,10402,8482,9087,9089,9051,8204,13681,6048,7540,6938,9054,9659,6358,13123,8767,10032,6644,18481,8504,5782,1833,32192,7264,973,9646,6344,14184,7888,9665,9036,1618,15626,4319
9357,8769,9356,8508,6946,13097,11191,11196,8771,7893,6353,8218,11640,9087,7540,6048,10402,6355,3900,8482,8511,13684,9054,16071,6938,4990,7264,11661,13681,32192,14727,8219,6358,9051,9659,10424,8204,18481,10023,9068,13123,9089,839,11655,1618,1833,14171,2956,6644,20007,4766
8769,9357,9356,8508,11640,6946,11196,13097,6353,7893,13684,8771,11191,8511,16071,7540,8218,32192,10402,6644,6358,15622,9054,15626,9068,6355,8482,10424,3900,14171,13123,1833,6048,9089,1408,16607,9087,9659,11661,7913,20007,13681,974,8204,10032,9036,2956,16561,9051,6371,7264
7893,11191,6946,6353,8508,9356,9357,11640,8769,11196,8771,13097,1408,15622,10074,2745,7562,32192,6358,10032,13684,3900,4558,10424,3890,14703,13681,7888,7869,10442,9051,10834,8482,8504,11661,7264,9665,14171,4319,9054,9339,7913,8787,8204,8219,6051,5789,6938,13123,13095,4987
6946,7893,9357,8508,8769,11191,9356,6353,11640,13097,8771,10032,13684,2745,6371,1618,3887,32192,11196,3900,6048,13123,14703,6358,8219,18079,5782,9646,15622,8504,1408,9054,7540,13681,5260,8511,16071,6355,9339,6348,9051,2956,974,3890,8482,9659,2290,4987,671,6938,4549
6353,7893,6946,11191,8769,9357,9356,8508,11196,4990,10424,8482,10442,974,11640,13684,1618,6358,1408,13095,1833,3900,8771,9646,13097,8218,2745,32192,6355,9696,10032,3890,9087,14703,11661,6938,13681,7264,6644,9051,18079,9054,1098,7888,22398,10419,14727,7562,9339,16071,15622
4545,6348,2290,5244,4745,6335,6069,2971,5243,5241,5519,1397,3643,4988,1225,6925,4318,4542,6947,6929,7231,5501,4775,4108,4330,4128,9060,1230,3886,4997,7534,5507,4541,6939,974,4094,8504,4561,5772,5493,2744,4315,14193,3400,5006,6933,4762,3887,5503,1394,4766
9675,14205,11650,4542,9656,4330,5020,11632,2739,9339,2972,9673,4775,18487,974,2520,9686,2293,10795,3193,5249,3391,2958,6946,6950,11661,2290,10424,9646,4541,9059,4545,6662,7239,10025,2745,1618,10045,5493,6358,6933,2983,5501,9055,18956,8178,3629,13671,8749,19435,2961
22345,19990,22349,20557,20425,19940,21019,21104,19407,19992,21016,17623,19433,22319,19436,21753,19376,21164,30935,16575,15632,22885,23283,18512,18433,20501,16538,31806,18937,30990,19867,21048,17039,17518,17008,21746,19375,17994,20396,25256,29209,17975,17007,15643,21017,35600,22226,15617,18415,16556,16606
31134,26803,25156,29856,30095,31013,26780,33118,15153,29917,35419,34275,31984,31921,31001,39880,29986,35471,22878,39891,31985,30055,27581,16127,22327,26023,47439,24037,47427,33115,35387,29113,27552,26466,33129,29199,28232,17160,30892,34285,27404,30138,36978,27476,28410,43405,12603,36820,32009,35489,43675
11192,12091,12089,16106,10816,9077,14205,10045,2983,1842,644,2277,3393,15117,18980,13671,11653,6366,14709,21081,10795,9669,4545,6947,14193,2293,398,13128,14208,30930,3886,1095,8491,14175,6647,5244,9042,8508,18996,2744,16139,602,15175,18487,19455,1225,5240,4108,7534,14726,5020
15656,11181,9030,12054,8746,11633,15129,22353,15124,10771,12059,13690,8498,5239,8483,9658,12574,10014,9312,15608,31937,7521,11183,10799,17058,13646,12049,16585,6647,17579,8470,5226,20540,7570,9349,15150,3409,10373,15120,19844,23970,9029,20376,16579,23922,29799,9635,10010,29974,18472,12581
31135,32145,32104,31189,31104,29213,34125,36833,34237,32021,34139,33085,29267,32896,29065,32980,33074,32987,31204,29077,34156,32114,40091,36697,31903,21586,30982,23330,35267,38627,34093,34008,11153,33020,30950,38313,35420,34222,30963,28410,38433,34269,8740,10010,36889,27471,26730,35399,29933,24061,32953
32013,28410,31205,33140,31138,39974,30187,34237,38351,36950,27575,36918,33214,41791,32187,29948,35524,31189,34191,30138,30078,31096,26780,34140,32145,26760,30200,29877,30990,29267,38313,29213,41849,38627,37006,33173,40158,40337,32137,22247,38614,29872,15617,29209,32953,35570,50324,36905,18469,35566,15690
18967,18482,19982,13128,23362,14679,21029,20385,21621,19344,17025,11609,15158,22797,18055,16092,22268,19453,13093,12541,18458,23869,13689,14205,28226,2518,14175,13631,16525,11650,26627,1095,1232,24463,18487,13678,21706,20536,14193,22841,14208,16579,33098,2052,17108,10795,18485,19435,31881,31868,19953
19990,19376,16575,21753,17623,19433,22345,19407,17518,20425,18091,20557,19940,15643,19436,16556,9330,20501,8472,15632,20416,16117,21115,21048,14696,17994,15617,14731,18469,19992,14179,9674,22237,16538,22349,15650,23278,12569,20423,17039,18433,30177,25256,22878,20363,13661,17064,17008,22319,19359,35278
16583,14708,17552,18467,3633,18969,6331,18028,19403,17512,11180,14702,9035,14169,1399,13669,14683,16554,18962,16581,12089,19949,22865,17075,19445,9060,15653,6366,23394,15141,18091,15134,14691,13120,18950,19874,19953,3890,14205,17611,13102,9352,14699,12093,18967,14709,17109,17089,20988,19430,723
14708,14699,22319,14691,17623,21115,16581,22310,19407,16583,14731,8472,17051,16117,18973,19990,15123,16556,13686,17083,19376,19992,15643,15650,18512,12581,14696,9330,13660,16575,14209,12585,12569,17994,17520,21164,7245,18469,9035,19449,19433,12592,13107,20363,18028,22878,13709,10812,16137,16549,3890
6645,6944,5002,6643,10802,6341,9082,10791,10804,4312,1613,15167,3629,6055,7900,3632,14208,8191,2739,7249,10414,11636,7565,2282,4769,11650,9059,11186,6339,2961,7253,3619,5232,6632,5224,11172,6923,8185,6950,5774,19428,4764,3883,2525,4761,2958,3897,2960,7242,7251,3185
23425,21694,29801,26731,22353,31003,21074,17993,19462,22240,23406,22854,23419,32856,23287,29932,18973,20447,21590,22826,23298,20550,20411,32970,31934,4991,30817,28246,20455,31818,23980,31035,25933,21639,22324,22322,29036,21701,29947,21634,21057,19924,29954,32960,30895,22802,22320,22743,23321,32895,22385
31136,32985,26778,31830,33047,23382,23435,30107,31964,29230,28250,28313,31090,35418,34113,32018,35414,31008,31020,11653,31868,31930,18996,30018,34022,31816,14709,32127,31029,31102,30873,29258,31928,28202,25980,35561,32888,30101,15175,20536,38272,18002,26755,30817,30989,31935,26763,34086,36975,28892,36827
28359,26664,24061,31142,32021,29117,31011,33054,32987,31204,32014,33076,25352,29182,29065,24389,7567,31189,29100,5236,23448,27595,27495,35489,22299,32088,8199,29213,28410,8740,5497,26782,6049,31135,34237,30198,30078,28271,6344,9028,34075,16584,9355,22851,6661,26466,29267,33140,22841,10433,26740
32014,33054,29065,30941,29077,32124,36826,32987,32881,35267,36888,31990,31994,33013,35271,34075,28989,38479,34093,32104,33074,7540,43372,32021,32927,32145,36868,31189,31880,31142,34237,30982,38312,31135,35331,41897,5497,31943,33076,34206,32998,31013,13127,31104,10402,29182,31944,31204,25189,35395,6344
12095,11186,15162,13144,17508,4764,11193,22310,8194,18904,6320,9655,22813,4107,10414,22869,6944,10804,14208,7900,10393,17597,20550,17960,13644,18000,5225,16544,6643,20526,12581,5763,21742,12080,18973,2967,13635,9310,18048,22320,9349,9082,21085,18972,7253,15167,21035,10768,15146,22309,10801
13136,11183,19445,12580,14193,14198,13688,10428,10820,17637,12592,13698,12093,14726,9060,9040,16585,10041,12593,11180,12566,13689,15608,8183,6947,4988,13654,8483,12574,17552,2744,13690,5499,11605,15120,11623,13646,14156,6929,20010,18962,15121,5503,2959,4542,13642,14205,2293,12081,7248,7553
12594,5020,4128,9656,9339,1397,6069,6371,9060,6947,8491,22394,4318,6051,5244,4545,9686,5772,10033,5243,6041,974,4549,2971,10377,11650,16084,2290,3400,8526,3900,4323,2520,4766,2744,6348,7913,11179,3193,1619,1230,4991,5229,4561,11180,4988,41787,7264,12588,5003,12078
31138,31205,31096,27575,28410,32013,28340,33140,35570,32187,30138,30187,34057,19992,29948,32061,33214,35375,34191,29213,36950,34048,29877,31075,30935,18091,23278,18469,36918,16575,26088,19433,14696,32163,29209,29267,15617,10812,20363,30998,34346,31131,30078,30889,29872,26760,30200,32826,13661,34081,17520
10408,9309,5232,10792,3627,2284,2749,6316,4108,2291,9056,10824,7560,6621,2513,3400,4325,2292,7516,6333,4762,3185,8731,4330,2293,3632,2964,13103,4769,3193,7870,5231,2525,3398,8177,6906,3161,6055,2739,6043,2282,1822,3388,2954,4765,3386,3168,5002,11650,5775,7537
11644,9369,8185,5239,10027,13139,14704,12582,10017,4761,4764,15127,9647,8194,13118,19443,3409,4995,11615,12075,5227,6947,7553,9071,6950,5003,9060,10414,6962,16601,16118,10028,2954,3626,9334,2965,5499,20550,10014,6944,7253,10022,10428,10804,2292,12588,3883,9349,10364,14702,2961
13689,18458,13657,14163,6939,18907,19453,22841,13656,12580,14675,22203,7231,18482,17012,8489,10795,5241,13127,22327,18967,19982,10800,7567,4988,2956,1225,4545,31868,34125,15150,12545,3624,11183,12055,18860,10820,7855,2959,8504,7518,16080,11613,26072,15119,5497,21630,4766,6925,14193,10416
1397,2290,3886,1230,6348,1225,6069,4545,2744,2971,5241,4988,5249,4541,5519,3193,5503,3643,4542,6947,5243,11180,4318,6041,5772,6335,3400,5501,2277,677,4745,3890,5244,7248,4108,4766,4561,2954,4323,10020,974,3396,4549,2745,5006,4775,3900,4330,2293,2959,3887
20540,11633,22353,15656,17073,14704,14734,5239,10036,15124,21658,15624,13118,15608,11181,12054,18973,18479,21041,21043,18443,9352,5226,18917,8498,12059,17058,17538,11614,5227,12103,10014,15129,14708,12581,17629,18001,2965,14192,15167,19992,18473,14691,11183,10799,9055,18480,24031,22871,9369,12574
6947,6348,3886,4988,5241,4545,5503,6647,9060,2744,2971,6335,4108,5775,1397,2954,2293,1225,4541,4542,3396,14193,6069,2959,5501,2290,5244,13698,6041,5020,9040,3193,6934,4766,8177,5519,6939,8766,5772,5003,1095,10428,8183,5229,11183,4745,7248,10820,4549,5493,5507
28361,29198,32086,34325,26118,33156,32029,32998,24635,27432,40098,38503,32082,29269,30076,27607,30055,35476,24670,38540,26820,40165,36882,36820,38627,33190,36756,33074,38324,40166,26088,34140,33106,33020,35432,33142,27581,27312,27552,31990,35558,26646,35488,27597,43410,38461,35566,39856,25739,34139,36833
19991,38578,20526,22864,19454,6366,19462,28290,20524,38213,20532,14704,14734,24027,18922,31819,23411,12103,18969,18506,18001,24038,23417,18472,10784,28369,21115,15666,45199,16581,22791,22316,16585,30903,22796,32179,18972,45232,20477,30858,18516,29919,33037,21720,16062,15632,29907,22855,17629,23980,22888
32015,32872,30045,32179,32044,33010,33136,31944,33060,32123,34033,29119,32946,30101,30176,31035,31901,31913,31106,10026,34358,34184,34060,38431,32997,31030,34133,34248,3627,28345,29120,33127,1842,30817,37010,35334,33092,29848,31987,32054,36949,33035,30091,11650,34118,31020,2048,30044,2974,28338,34197
839,6344,676,6355,1833,3900,898,2956,677,671,8511,8218,643,7264,6351,973,4766,974,905,2505,4987,644,718,4319,4549,771,547,7567,512,6938,6646,5772,897,602,13127,1098,6048,6925,2745,768,6957,9355,3624,7231,9068,6049,5260,6939,8771,8508,6651
9358,3890,6348,6651,3633,15155,8159,5243,11653,4315,2745,2290,3887,13709,1398,14198,4545,4323,723,5020,11180,644,6041,3900,8773,10433,4766,6371,1098,8472,1230,8511,14731,15657,8219,12117,10032,5519,6929,8523,10820,8218,7239,6048,9670,5772,19390,12579,10803,2971,9051
20542,14205,7913,6940,6644,19982,4987,13671,20517,8171,10424,19435,13123,10416,2956,8769,10795,4542,6051,5229,22297,8489,8504,22372,13097,9656,6351,13681,2739,6048,2505,7540,32888,8195,34093,13684,6939,4108,9357,15175,14188,8511,14184,8509,4530,13678,7264,18482,4766,3887,18967
30146,35347,35465,33980,36670,38375,35455,35441,38432,36885,32875,36848,33988,23429,34061,36913,35228,32846,28994,35368,32809,33116,32871,38381,35305,36768,30969,35262,36764,35364,32801,32972,31953,38194,36737,36926,34040,34248,31828,36705,29972,29954,35344,38237,38188,35396,32887,38403,32856,35389,34194
23429,28904,32889,30810,34044,31953,29954,30795,31818,31843,32879,29830,28937,30816,36786,30969,28229,28130,29972,35438,35455,32846,20954,25110,18872,27342,29974,36699,31828,32963,35270,31827,34029,18861,26505,26530,21592,22211,29799,32856,31822,32887,38234,35364,35399,32896,34008,34074,20961,28851,20372
32017,33071,33080,35281,27595,32999,29984,29167,26740,30100,30126,30131,33169,27570,35553,16584,32991,29160,31131,29271,40364,29213,35650,32163,25373,37181,32034,32112,32076,31202,21137,25298,32863,29853,35607,20958,23448,29117,38312,19973,39816,39963,26714,31104,47683,30116,32145,39958,30138,41865,33391
11193,9059,9669,13144,14208,18485,16579,12576,4764,9055,6950,12581,16562,7565,17547,6647,3883,7556,10792,15167,6944,18473,6055,18487,5239,16569,17617,7255,15180,17066,16552,15644,8198,18026,16118,9042,3629,14205,14206,13678,8194,18516,9666,2961,20550,10025,16564,20532,10028,7874,19435
8509,6644,9311,7540,8489,13681,8771,8511,13123,8171,4319,10367,10402,8504,8508,15622,2956,8738,8204,4977,10032,7522,13127,6358,9054,13684,10800,7567,6344,6048,10038,19982,6940,10416,13689,7520,6351,6925,13097,9659,4775,898,7231,9051,6939,13671,5497,4987,973,6946,11655
27595,26740,25373,32999,30100,29167,16584,29984,32034,30126,25298,33080,20528,23448,33071,20958,35553,19973,18957,21137,32021,29271,28359,27570,26744,31202,29160,35650,32017,35607,37181,26816,21782,32076,30131,29213,33079,28410,40364,31104,30116,25386,27244,37121,27575,24033,21138,33169,32980,29267,32112
22888,31902,21033,19445,22855,22379,22854,22344,23417,21056,22830,24651,22802,19949,19902,18950,21727,22324,19952,22294,12596,30968,32824,22864,22320,19462,23434,19435,21100,23359,23404,31968,18076,24038,17538,20550,31819,32874,33059,24004,10428,20413,14205,16579,21074,30839,13136,18441,32120,31928,33977
2053,3194,2520,2954,2965,2959,4108,1397,2513,2744,2293,1395,4988,2525,2733,10428,5241,5227,1225,2292,3193,9060,2971,3396,3400,6947,2052,4545,2518,4541,2291,2284,6647,1230,2277,5503,9040,6055,14208,4995,3643,2282,6041,3632,3879,978,5244,3886,1842,10045,5249
20543,18973,19955,19860,21606,20472,19454,19457,20549,18472,21652,20971,21107,19342,22319,18001,22322,18869,19857,20992,18876,21743,22780,22754,20373,22310,19365,21619,22757,18971,21602,22217,20479,20405,21581,19864,23386,18887,22250,17958,22876,17542,21604,20550,21120,19444,20983,21085,22795,9352,17961
18485,11650,16579,18487,18441,6055,14208,18473,19435,18956,13678,2961,21730,20509,15167,17584,17547,14205,5231,17066,16552,9059,11193,18972,13120,7565,13128,16118,6950,19982,8194,3632,20550,13690,21033,16115,9055,6647,18967,19418,19462,20517,3629,10045,12576,9673,14702,9666,9349,10025,4542
6646,6355,5260,5789,3900,7264,8219,6938,6371,6344,9355,6048,839,3881,10834,7567,8218,4990,4558,9080,10800,5501,6351,4549,9068,5772,4766,398,771,7892,5782,9360,13725,10023,5236,4987,716,11661,11680,9357,671,644,8771,10433,1833,2956,6925,9670,10419,4541,4545
11645,11650,9059,9683,6055,2961,3629,14208,4537,7565,7556,18487,9055,14205,10025,3648,18485,5239,6647,8198,9332,10784,6950,15167,17547,2739,2048,2965,2958,16579,8766,11632,9675,11171,13678,10792,4761,7883,2972,9673,4106,2740,5231,3391,4327,16564,10804,3632,10776,8494,18956
8511,9087,8482,8771,8218,9696,1833,8769,8204,9054,8489,15622,10038,839,8504,13123,10419,9357,9314,14727,7540,6358,6048,9356,14188,8508,9659,2956,8509,9036,8767,8773,10800,14676,10402,7264,13671,8219,6938,6371,10032,6355,11191,11196,10424,6644,5516,9068,11680,5260,11661
8204,8511,8767,8771,9036,8482,8504,8773,8218,10038,8508,9054,15622,9356,13097,8489,7264,1098,9357,839,6048,2956,4766,9659,973,9087,8509,16607,13671,9314,9051,4319,9089,13684,13681,9360,13123,14217,8769,6644,1833,8171,6946,10402,7540,18460,10803,2745,4987,10032,6371
6355,6646,3900,1833,839,9355,5260,8771,8218,9670,7567,7264,6344,9357,6048,6938,8508,10419,10433,10834,6371,11196,5789,7892,1394,8219,6049,8511,9689,5782,9080,4766,771,6351,9360,671,5236,2745,8199,8769,10424,10023,4990,6925,974,6946,2956,9068,8504,8523,6644
13690,15150,11183,14669,6647,10045,14193,8483,13646,9669,16579,15121,16585,13656,12574,11181,12545,13103,15656,10765,6947,10795,7521,14163,8470,8746,9312,1227,18473,9640,14661,17579,8177,18485,14206,13678,8766,6327,12049,9349,10771,10792,8744,15119,5775,10010,12581,9040,9666,13080,16087
22349,19433,19407,34048,22345,16119,32826,20425,19376,32031,23278,19990,35278,21019,21097,31912,34346,19940,11151,13112,16556,18433,19992,30935,17520,16117,21164,14179,35265,18865,31864,31205,20557,21618,17017,31080,20965,29209,31792,34191,24589,34068,22885,9674,36982,20370,21016,25256,31075,16575,20364
1227,3379,4527,4103,15150,6647,8160,2052,4974,6620,5766,14147,4979,5219,7850,8483,4523,13690,8177,9022,1095,3380,5762,4108,8744,5497,13632,6625,7537,6624,11183,7521,19982,9312,3611,2518,12545,5483,9040,6939,6906,11607,8466,14163,10763,7855,15119,2947,9349,4096,1395
643,905,644,897,676,900,716,6371,839,672,671,974,5241,547,5772,3633,4988,602,7264,4549,768,3886,677,1394,3881,1408,4541,717,1225,4987,3890,3400,1833,9355,6335,6048,8525,771,5501,5229,973,3389,4323,6947,5260,512,8526,4750,5511,5775,6946
8771,9068,15622,9357,8511,8218,5516,9356,1833,6938,8508,3900,13123,6048,8769,9087,10419,6946,6355,9051,10074,9054,4766,7264,8204,16607,6358,13681,13097,5260,7913,14171,18079,6644,8509,1098,4319,9659,2745,14184,9314,13671,6371,11196,11191,8504,9360,14188,9646,7893,6051
16584,23448,19973,21782,18957,32034,31202,30126,30100,21138,21137,38452,26740,47199,33079,25386,27595,41804,35553,25298,26744,20958,25373,29984,35650,43752,33080,20528,47622,32999,29167,31895,40380,8740,37121,30058,31104,40127,39811,32021,28129,35607,7892,45497,29213,28359,49589,37181,33085,7567,40364
24037,25281,27527,25290,21620,31994,32009,33054,34075,31142,26466,32124,32987,22327,34093,22744,34027,32159,34324,30941,39909,28989,25106,34178,31990,29077,28214,34145,33013,35383,40098,34206,22738,24389,16524,43410,22863,29918,36946,30004,35489,24443,29065,26673,35271,32973,13126,25975,43259,27432,27552
15657,14188,14198,4766,14205,9051,15626,13665,9358,11191,14726,12117,13671,14184,9656,13097,11653,4987,18079,6928,8771,11640,8508,14727,15155,3900,13123,10032,11196,8159,6348,8511,974,6651,13638,10007,12579,9068,13709,8733,13725,10377,14709,8773,12553,2956,41746,13722,16607,5782,16080
14709,11653,22899,15175,15657,12579,12141,9704,15691,14205,14188,6928,4987,602,9051,12089,31830,18079,34366,16139,11192,6371,9656,14184,19455,6662,5243,15626,30107,7239,8195,34086,9036,8508,9358,45259,2739,29079,31136,11661,6644,974,2745,18460,17974,10032,17644,13671,29230,18021,5020
18969,18467,15634,16583,19462,16579,20526,15134,20550,18972,15180,23417,20467,19949,22344,16574,14192,21635,17048,12091,16118,22864,16115,16572,19445,18925,18506,20532,17609,20536,16127,19992,20439,15151,19989,18962,13678,22855,19430,18913,22327,18423,18026,23393,19435,22876,18472,18973,10420,18076,15167
24038,24031,23338,20511,19429,22859,22864,19479,24046,23403,20472,22322,22855,20550,22324,22871,23393,22888,21046,22353,22344,19462,33981,18001,22876,16118,20523,20526,20549,22323,19992,22309,21674,20525,18973,20477,19970,14734,22313,18512,27247,20413,22320,34011,21727,22826,24514,19971,21033,19454,31940
22351,21783,23430,23378,9656,23396,24029,13684,23453,2745,15636,22873,20517,11632,20536,2290,19984,19390,20542,5782,11650,14205,6055,28300,31024,12586,21047,2958,5020,14693,7883,22372,19435,7248,23394,18485,13095,16127,18487,6644,9055,22394,13671,23414,14208,22311,4764,14175,10424,7542,25343
23430,22351,23378,19984,19983,24029,32004,22875,22198,30038,40043,18485,26673,32973,22311,19418,20554,20415,6366,15167,20990,7242,2972,8462,21117,23910,8500,13681,33990,23394,19435,11632,22334,34058,30941,25343,12117,18441,20517,4330,9675,18473,34275,31132,14205,31914,22327,20532,14702,10036,17071
10040,4317,2968,7565,9055,15167,14206,9056,11193,4764,2967,10802,7884,9059,13118,6944,5508,11644,4761,5785,4327,6055,10414,16118,2960,6647,10036,10804,18026,8185,18487,11645,14192,4537,8498,4995,8194,5002,9667,12075,16569,19462,13120,9655,8191,9669,17538,18473,9647,10025,10014
1398,4323,3633,5244,1230,11180,9358,723,3890,1229,673,5006,9060,2954,5243,2290,4545,13709,1408,15650,1397,7248,7536,2950,2277,8159,6348,4318,4997,2745,9694,4766,6343,1225,4561,8733,2983,2525,5503,2739,1842,6662,5772,10428,6651,3393,14193,10812,5249,5003,9035
31142,28359,26664,24061,32987,32088,33054,32021,32014,35489,25352,34237,29065,26782,24037,24389,31189,31204,32124,6358,32028,10433,31992,34075,22382,33076,8482,29117,35566,26466,34093,31011,31994,32998,40098,22299,32009,8489,31045,29267,32192,38312,29100,30941,6344,4990,8509,9089,5236,28410,13086
8205,2520,5020,2983,1842,3400,5244,5240,2290,5775,3194,2048,3627,9694,10045,3643,2954,2974,9683,900,2525,5229,6069,2291,5006,3648,6041,6947,4558,5003,2053,2971,14193,9060,2739,4561,3881,3879,2745,5776,18457,2972,5519,4545,6934,2277,7556,3193,1230,7534,9077
13139,12582,14704,10017,9369,5239,15127,9071,13118,11644,5227,8182,10364,5003,5499,11615,9334,10027,7553,17109,10428,8479,3409,12075,7871,10014,3879,9060,10028,8183,4988,14702,7556,3883,9041,18443,2959,19443,5503,2954,12093,7541,11183,15131,8185,12072,3626,6947,2983,15624,21064
6647,6947,6327,8766,9669,3886,8177,13690,4988,4108,3396,1095,9059,9040,2961,5231,9055,8473,10795,4979,1227,4542,1395,2518,3409,10045,8483,15150,2965,5226,10765,6055,5775,2046,2959,16579,9640,6917,2744,8744,11183,9666,3629,13678,2284,14208,5241,1397,6330,14193,7537
4766,4549,3881,4987,4775,5243,6371,3624,8771,8218,6048,4541,6651,8468,974,839,6928,2745,5772,3633,2971,6041,5501,6348,9360,8508,3900,7264,10419,5503,10800,4316,1833,6355,4545,6335,4315,1397,644,2956,4558,3193,5519,1394,6947,1408,8773,5260,14188,4988,8511
16585,12574,13646,11183,10010,9635,20376,11181,32896,13690,18436,23279,31903,13656,26468,20430,21028,19844,22854,15120,9312,18472,13654,10799,9634,18918,13686,8483,30827,22248,16063,13642,23951,20372,20362,13080,12604,20414,10771,17965,15109,13136,9349,31937,34125,29900,16087,18001,10355,14662,8470
4991,4558,4766,2972,6947,4988,2965,4541,2740,2277,673,9060,1397,4545,4327,2745,2048,5503,2971,2959,6048,5244,3624,1225,1229,14193,7248,5020,3193,1230,2293,5241,2525,5775,10020,9339,6335,2511,7893,2290,6041,644,6348,6051,11650,4561,1619,2744,2954,6371,18956
32856,29830,31827,29936,30769,32963,32879,31843,30795,32861,31818,29954,30926,29942,28217,28937,30969,34193,26530,30810,30816,35311,34029,32889,34044,25029,31822,29972,24477,27234,28130,36687,33974,32842,32887,31897,31907,31825,30962,28904,34211,27427,31953,31961,28928,18872,29970,31955,34032,29044,28999
32857,32887,34053,32972,36913,34066,32855,40041,31825,31929,36768,35301,30823,32801,34040,32871,32981,31841,31822,35300,38259,35311,34059,30769,36743,32863,35441,33991,32833,30795,30837,30770,32879,32809,33988,31818,31828,34029,31843,27331,30816,36934,31844,32889,32853,29826,47131,29861,34212,28937,31885
32858,32796,34006,31867,33987,32835,32802,34072,32804,30874,34031,31770,30966,34104,32930,35254,31889,31778,31800,32923,31962,31969,34214,32899,31836,34012,32850,34037,32839,32829,30752,30790,34019,29913,38235,34186,30955,33060,32845,32933,30801,29868,31769,35249,35229,32886,33999,29778,29805,36684,32920
32018,30834,30903,33990,31868,30064,34253,31819,31136,35225,31928,32824,34179,30989,34060,34065,31007,31816,30916,31029,31012,31048,32888,30018,33062,32985,33032,31830,32957,36719,36793,31106,31056,33023,28202,35379,33059,31009,31950,31964,30923,22865,30896,5244,34217,14198,36711,31102,30978,31976,31913
32860,33060,32851,31913,32895,31985,30865,32966,32932,30839,31003,30971,32867,32979,31809,32970,31878,32868,33014,28206,30798,29863,31897,30813,28281,33977,32878,31928,27407,31931,31934,32898,31955,31950,31868,31106,28990,32952,36680,30872,31901,34012,23983,34091,31020,28879,31946,28979,19339,35344,28048
32861,34193,30926,29942,36770,39907,41754,43308,31843,31827,32879,29936,32963,29830,30795,32856,31818,34044,35311,28937,34029,29954,30962,30810,30969,38234,32889,34211,31961,29970,30769,36687,30816,35438,32887,31907,27234,32842,26530,29972,28904,35258,31822,28130,28217,31955,25029,18399,40078,38257,39873
32862,32914,34001,36811,35245,31775,31862,31971,34132,35504,32843,33981,34081,33022,31813,32828,32959,34172,26781,38189,35441,36828,36745,36953,34066,32930,31010,34028,33970,36696,38320,35252,31797,32911,39918,30864,31776,34082,38177,35396,31847,30761,47138,32883,32972,31801,36727,30841,28874,36726,34092
32021,24061,26664,29213,28359,32980,29117,31104,31204,33085,31189,28271,34237,31135,22851,30116,8740,25298,32113,23330,33054,28410,7892,34125,32014,34075,32987,32104,25373,31142,13686,34008,30138,21586,26744,29933,9028,7567,31880,29077,20958,31895,31994,27471,29267,29030,35524,24683,32842,31080,10010
32863,28860,47195,31885,32833,32887,33991,30770,35230,32853,30772,34066,32915,32982,31929,30864,31822,35301,30951,38183,31844,30841,30826,32857,36913,27360,31818,39854,31841,34053,36768,32972,32855,39867,32900,30823,36838,41526,34117,34040,34014,38254,47088,38187,28937,34074,38259,41573,41786,34059,38258
32864,32929,32832,30811,34047,30749,32834,34032,35255,35397,28899,30831,31853,32869,34005,31947,34226,35234,32890,33999,36914,29842,29849,31920,30838,39897,31820,36742,34077,34002,31936,32976,23387,38378,35459,35285,34182,36698,31839,32934,29834,31887,31969,35439,26632,32899,31941,36709,35297,28235,33978
32865,34049,31839,31962,29047,32798,31861,31957,31969,29854,33061,32851,35310,30966,32871,32845,31837,29868,29940,32981,34002,29969,32969,30874,32809,32995,31778,32972,32899,30955,32856,29040,31825,32892,32829,32894,35445,31889,32853,31971,31844,34104,31911,32839,30785,22862,33974,33988,33014,31942,34040
32867,32884,34091,31897,29908,33055,36790,31931,32870,32895,32928,35329,28048,35393,32868,32939,34061,31786,29965,32952,36919,32851,19924,29048,31880,35344,23319,31955,36737,30969,32932,27234,31907,29930,34044,35260,28999,34194,30950,32963,31827,32827,29954,30810,32842,22225,28990,19339,32898,31043,27236
18487,11650,18485,15158,19435,6055,12588,18037,18956,6942,4542,14205,14208,2961,20536,9059,5240,9673,9675,4988,15167,9055,7565,14702,13678,18056,9339,10045,18967,13671,8194,17604,2739,14175,7883,14703,16579,13670,17071,16564,14193,17516,8174,17609,2965,19418,18441,20468,16552,20464,18028
8772,9667,9056,8191,4769,5232,10399,3648,5002,3185,8185,4995,4765,7560,2739,3632,4764,7249,4761,4537,6645,5774,6944,1842,4330,7248,6928,3627,15167,11636,6336,7870,6962,4107,6643,2749,2958,3398,4314,4324,7556,7515,4325,11625,5224,10802,6055,3179,6043,10031,9647
2967,2968,3395,1229,2048,6950,8188,7553,5239,2974,1397,2961,4991,2744,6647,4542,673,14208,3194,2959,1610,8194,3879,2960,18473,6962,3629,4764,7570,3883,2965,2958,4327,3393,18485,4995,10804,5226,14206,9055,4762,11644,2293,2053,11650,10802,6944,3177,9077,15167,4761
